0,1.95,4.98,-50.80,0.01
1,1.94,5.97,-44.00,0.02
1,1.94,5.41,-48.60,0.03
1,1.94,5.09,-52.20,0.04
1,1.93,5.19,-46.60,0.05
1,1.93,4.12,-52.60,0.06
1,1.92,4.97,-55.10,0.07
1,1.92,6.04,-48.80,0.08
1,1.91,4.93,-55.60,0.09
1,1.90,5.03,-58.40,0.10
1,1.90,5.15,-52.40,0.11
1,1.89,4.21,-58.10,0.12
1,1.88,4.76,-60.40,0.13
1,1.86,5.85,-56.40,0.14
1,1.86,5.14,-62.00,0.15
1,1.83,4.79,-63.20,0.16
1,1.80,4.86,-59.00,0.17
1,1.76,3.57,-64.80,0.18
1,1.72,4.88,-61.20,0.19
1,1.64,5.20,-62.20,0.20
1,1.58,4.09,-63.40,0.21
1,1.55,4.04,-63.10,0.22
1,1.50,4.07,-61.60,0.23
1,1.47,3.05,-63.80,0.24
1,1.41,3.60,-62.90,0.25
1,1.37,4.55,-62.80,0.26
1,1.31,3.30,-63.30,0.27
1,1.26,3.29,-63.40,0.28
1,1.21,3.25,-63.10,0.29
1,1.18,2.09,-63.80,0.30
1,1.13,2.85,-62.70,0.31
1,1.09,3.81,-63.20,0.32
1,1.06,2.65,-63.90,0.33
1,1.02,2.68,-63.10,0.34
1,1.00,2.63,-63.30,0.35
1,0.97,1.62,-63.90,0.36
1,0.95,2.99,-64.00,0.37
1,0.93,3.25,-63.90,0.38
1,0.91,2.28,-64.40,0.39
1,0.88,2.40,-63.60,0.40
1,0.86,2.04,-64.80,0.41
1,0.84,1.66,-65.10,0.42
1,0.80,1.89,-63.70,0.43
1,0.78,2.97,-63.30,0.44
1,0.75,1.79,-67.50,0.45
1,0.72,1.96,-62.10,0.46
1,0.70,1.69,-63.50,0.47
1,0.68,1.29,-65.40,0.48
1,0.65,2.45,-62.70,0.49
1,0.64,1.98,-65.70,0.50
1,0.61,1.58,-65.00,0.51
1,0.61,1.68,-64.50,0.52
1,0.61,0.57,-65.00,0.53
1,0.59,1.92,-65.40,0.54
1,0.59,2.37,-65.20,0.55
1,0.57,1.44,-65.10,0.56
1,0.55,1.56,-63.50,0.57
1,0.53,0.41,-68.60,0.58
1,0.52,1.70,-62.50,0.59
1,0.49,2.14,-63.10,0.60
1,0.48,1.20,-69.20,0.61
1,0.45,1.24,-60.40,0.62
1,0.43,0.97,-63.50,0.63
1,0.41,1.08,-62.00,0.64
1,0.39,0.43,-71.10,0.65
1,0.38,1.72,-60.60,0.66
1,0.36,1.24,-67.30,0.67
1,0.34,0.86,-70.30,0.68
1,0.32,0.89,-61.50,0.69
1,0.31,0.00,-70.40,0.70
1,0.29,1.22,-63.40,0.71
1,0.27,1.50,-62.50,0.72
1,0.26,0.57,-72.00,0.73
1,0.24,0.75,-62.90,0.74
1,0.23,0.40,-63.60,0.75
1,0.21,0.27,-71.50,0.76
1,0.20,1.35,-60.60,0.77
1,0.19,0.49,-68.90,0.78
1,0.18,0.43,-71.10,0.79
1,0.16,0.56,-61.50,0.80
1,0.15,0.00,-70.40,0.81
1,0.14,0.70,-65.40,0.82
1,0.13,0.85,-65.10,0.83
1,0.12,1.14,-65.30,0.84
1,0.11,0.20,-72.50,0.85
1,0.10,0.40,-62.40,0.86
1,0.09,0.00,-68.80,0.87
1,0.08,0.04,-71.40,0.88
1,0.07,1.08,-61.00,0.89
1,0.07,0.00,-72.00,0.90
1,0.05,0.25,-62.70,0.91
1,0.05,0.13,-64.90,0.92
1,0.04,0.00,-72.60,0.93
1,0.03,0.96,-61.00,0.94
1,0.03,0.00,-71.90,0.95
1,0.02,0.19,-65.30,0.96
1,0.02,0.10,-63.10,0.97
1,0.01,0.00,-71.80,0.98
1,0.01,0.91,-60.80,0.99
1,0.01,0.00,-70.20,1.00
1,0.00,0.06,-69.40,0.01
1,1.81,4.68,-42.00,0.02
1,1.81,4.32,-49.20,0.03
1,1.81,4.54,-48.20,0.04
1,1.80,5.76,-42.70,0.05
1,1.81,4.55,-51.10,0.06
1,1.80,4.86,-48.20,0.07
1,1.79,4.56,-48.10,0.08
1,1.79,4.20,-55.00,0.09
1,1.79,5.49,-48.40,0.10
1,1.79,5.31,-52.40,0.11
1,1.78,4.67,-56.90,0.12
1,1.77,4.77,-50.90,0.13
1,1.77,3.62,-60.00,0.14
1,1.76,5.24,-56.70,0.15
1,1.76,5.32,-58.70,0.16
1,1.75,4.58,-63.90,0.17
1,1.74,4.66,-59.50,0.18
1,1.73,3.57,-65.10,0.19
1,1.69,5.15,-64.10,0.20
1,1.63,4.75,-65.70,0.21
1,1.59,4.19,-66.10,0.22
1,1.54,4.12,-64.10,0.23
1,1.51,3.89,-64.20,0.24
1,1.45,3.92,-64.90,0.25
1,1.41,3.61,-64.80,0.26
1,1.35,2.93,-65.00,0.27
1,1.30,4.13,-64.90,0.28
1,1.25,4.03,-65.30,0.29
1,1.22,3.12,-65.00,0.30
1,1.16,3.19,-64.80,0.31
1,1.12,2.67,-66.20,0.32
1,1.09,2.37,-66.10,0.33
1,1.05,3.40,-65.40,0.34
1,1.03,3.57,-65.90,0.35
1,1.00,2.44,-65.60,0.36
1,0.97,2.63,-65.40,0.37
1,0.95,2.52,-65.50,0.38
1,0.94,1.44,-66.90,0.39
1,0.91,2.22,-65.30,0.40
1,0.88,3.26,-65.60,0.41
1,0.86,2.15,-67.20,0.42
1,0.82,2.12,-64.80,0.43
1,0.79,2.20,-64.20,0.44
1,0.76,2.10,-63.90,0.45
1,0.75,1.23,-67.60,0.46
1,0.71,1.62,-67.30,0.47
1,0.69,2.64,-64.50,0.48
1,0.67,1.94,-67.50,0.49
1,0.65,1.66,-66.30,0.50
1,0.63,1.73,-66.00,0.51
1,0.62,0.65,-66.80,0.52
1,0.61,1.55,-66.50,0.53
1,0.61,2.56,-66.30,0.54
1,0.61,1.36,-67.10,0.55
1,0.58,1.59,-65.70,0.56
1,0.57,1.46,-65.40,0.57
1,0.54,0.43,-71.00,0.58
1,0.52,1.76,-64.10,0.59
1,0.50,2.24,-62.00,0.60
1,0.48,1.04,-71.10,0.61
1,0.46,1.24,-68.30,0.62
1,0.43,1.16,-61.60,0.63
1,0.42,0.11,-70.40,0.64
1,0.40,0.10,-71.20,0.65
1,0.38,1.45,-63.90,0.66
1,0.36,1.79,-63.50,0.67
1,0.35,0.81,-73.00,0.68
1,0.33,0.98,-62.30,0.69
1,0.32,0.45,-67.50,0.70
1,0.29,0.45,-72.80,0.71
1,0.27,1.44,-63.50,0.72
1,0.26,1.50,-64.80,0.73
1,0.25,0.45,-72.90,0.74
1,0.23,0.65,-68.40,0.75
1,0.21,0.67,-61.60,0.76
1,0.20,0.07,-68.20,0.77
1,0.19,0.14,-73.30,0.78
1,0.18,1.03,-63.20,0.79
1,0.16,1.33,-63.90,0.80
1,0.16,0.28,-72.00,0.81
1,0.14,0.33,-72.90,0.82
1,0.13,0.46,-63.80,0.83
1,0.12,0.39,-62.80,0.84
1,0.11,0.00,-73.60,0.85
1,0.10,0.00,-72.30,0.86
1,0.09,0.08,-69.80,0.87
1,0.08,1.06,-61.80,0.88
1,0.07,0.38,-67.30,0.89
1,0.06,1.04,-61.90,0.90
1,0.05,0.38,-70.90,0.91
1,0.05,0.07,-73.80,0.92
1,0.04,0.24,-66.30,0.93
1,0.03,0.21,-63.40,0.94
1,0.03,0.00,-71.90,0.95
1,0.02,0.00,-71.00,0.96
1,0.02,0.84,-63.00,0.97
1,0.01,0.86,-63.50,0.98
1,0.01,0.00,-72.10,0.99
1,0.01,0.00,-71.50,1.00
1,0.00,0.20,-63.00,0.01
1,1.74,4.54,-39.40,0.02
1,1.74,3.58,-45.30,0.03
1,1.74,4.27,-47.70,0.04
1,1.73,5.19,-42.10,0.05
1,1.73,4.71,-45.50,0.06
1,1.72,5.45,-42.40,0.07
1,1.73,5.47,-43.80,0.08
1,1.72,4.44,-51.70,0.09
1,1.72,4.47,-53.40,0.10
1,1.71,4.62,-50.20,0.11
1,1.71,4.63,-48.00,0.12
1,1.71,4.32,-51.90,0.13
1,1.70,2.84,-58.10,0.14
1,0.18,0.00,-2.20,0.15
